,SquareFootage,NumBathrooms,BackyardSpace,CrimeRate,SchoolRating,AgeOfHome,DistanceToCityCenter,EmploymentRate,PropertyTaxRate,RenovationQuality,LocalAmenities,PreviousSalePrice
257,879.8,1.315377058,429.24,44.64,6.96,62.15,11.38,99.9,1.19,4.69,2.59,104802.2627
258,599.5,1.943180052,267.64,19.0,6.79,33.63,9.61,97.69,1.52,3.7,7.35,135425.4057
259,1021.4,1.0,493.09,16.5,5.93,16.08,1.45,91.01,2.04,2.88,0.76,26257.32408
260,834.4,1.739441341,424.69,13.5,8.85,11.2,32.79,90.09,1.79,4.01,4.88,218176.661
261,992.02,1.0,703.47,23.18,4.86,50.96,18.7,96.88,2.72,6.05,6.31,112762.2769
262,550.0,2.023577216,287.07,75.52,5.88,38.38,27.6,94.73,1.73,2.73,9.49,106830.2166
263,550.0,1.650099339,385.94,36.21,5.55,22.54,21.49,99.33,1.0,3.09,0.39,88964.78316
264,1121.1,2.146539487,437.81,43.68,7.91,22.44,9.42,99.9,2.05,6.36,4.29,234191.1484
265,550.0,1.773790529,104.81,63.77,5.72,19.7,5.69,93.49,1.55,3.18,4.86,40861.62206
266,702.7,1.0,575.39,49.19,6.45,67.05,16.64,88.14,2.17,4.12,3.45,42864.62269
267,735.91,1.0,8.39,17.49,2.6,41.07,34.62,93.71,1.44,2.69,1.51,125583.754
268,550.0,2.805610068,94.14,39.33,8.63,96.84,30.45,99.9,1.18,8.44,0.79,231051.7869
269,576.58,1.044603612,844.2,30.3,3.48,92.49,16.91,93.64,0.86,4.62,8.48,127580.1433
270,550.0,1.422506502,641.16,41.81,8.73,93.13,45.79,98.0,1.73,4.0,7.62,110360.0506
271,550.0,2.481263984,874.96,43.64,7.26,79.61,28.11,91.07,1.32,4.55,3.6,126645.2457
272,1473.2,4.342154715,323.36,31.79,9.0,54.82,25.87,84.95,2.1,8.31,3.79,460532.137
273,819.25,1.302362825,433.41,28.49,8.11,9.19,12.34,90.43,2.7,5.75,5.15,168930.8184
274,765.54,3.424821523,65.01,39.42,8.27,44.85,32.29,88.74,1.88,5.43,10.0,253982.881
275,550.0,1.0,419.54,57.21,2.7,67.94,21.2,97.79,1.68,4.58,5.91,37194.15316
276,955.53,2.08740135,551.57,40.47,8.2,129.1,15.78,99.9,1.61,4.91,7.27,337922.5119
277,550.0,3.037275589,95.2,18.75,7.06,29.56,15.8,85.79,1.08,4.48,2.21,63792.0516
278,749.78,1.214083382,502.64,20.61,5.77,71.09,38.74,83.99,1.38,3.33,1.78,133838.7142
279,550.0,1.012337491,458.54,9.9,9.15,69.79,23.34,95.24,1.76,6.59,1.77,12739.11552
280,550.0,1.0,113.08,18.03,6.88,72.38,28.31,93.63,1.14,3.84,5.14,46733.01365
281,1316.02,1.368247982,377.5,30.89,3.96,86.61,7.37,99.9,2.05,2.43,5.07,38434.12672
282,550.0,1.193013284,803.59,27.49,7.55,7.29,12.97,95.66,1.25,6.15,9.79,135249.7958
283,834.54,1.867174187,1030.56,12.35,5.1,18.63,40.37,95.94,1.17,4.49,2.99,269936.4519
284,680.49,2.059072256,568.21,24.67,9.62,71.73,0.43,89.1,1.62,5.07,6.93,141064.1893
285,960.93,2.067019323,324.38,39.09,4.95,9.77,19.44,93.71,1.22,1.64,3.33,120729.1674
286,1286.47,2.110509734,341.25,42.57,5.03,43.89,9.41,95.35,1.03,5.31,0.21,204739.2843
287,550.0,2.820423083,447.98,53.27,9.39,29.22,28.28,89.1,2.13,6.84,1.97,83590.6379
288,888.38,1.890474811,594.27,43.99,3.65,32.41,33.17,83.93,2.6,0.42,0.1,152533.6647
289,824.72,2.084032692,202.39,50.74,8.82,94.81,29.98,83.95,1.39,4.26,7.36,65538.52797
290,747.71,2.584191937,499.61,4.35,7.73,128.85,8.86,93.02,1.26,5.88,10.0,137578.3341
291,550.0,2.527090512,859.6,38.34,5.51,17.73,0.26,99.11,1.3,4.84,5.13,-1965.596887
292,550.0,2.572631555,237.74,51.63,9.86,20.72,3.18,95.76,1.54,4.96,10.0,216617.924
293,768.03,1.711265999,647.89,33.47,6.09,17.75,50.11,87.96,1.9,3.18,0.62,168849.9977
294,884.98,2.001241365,618.22,50.67,3.4,32.41,26.17,97.05,1.63,2.12,3.68,24064.32264
295,556.89,1.033350435,715.67,12.97,5.55,36.6,8.29,89.99,1.68,2.88,9.45,87166.50157
296,755.85,1.933425922,470.39,50.19,2.9,4.15,38.3,94.38,2.98,3.34,4.87,94538.71523
297,679.42,1.324548657,622.02,11.39,6.62,44.3,28.79,99.76,1.89,5.3,4.69,61486.69821
298,985.17,1.010491793,1033.66,40.12,5.15,51.07,3.45,92.75,1.39,3.2,5.65,35235.58648
299,1378.95,1.624957285,421.0,22.48,7.93,105.32,15.02,98.36,0.96,7.54,6.92,233919.3775
300,550.0,1.0,78.01,38.2,6.34,23.61,11.65,87.43,1.72,6.5,7.17,204425.7091
301,550.0,2.623655516,692.51,46.01,7.65,31.68,18.58,96.22,0.7,5.95,5.73,219823.9723
302,550.0,1.0,251.84,50.61,6.16,60.57,9.75,92.34,1.78,3.6,6.87,27035.13747
303,934.7,2.47374336,490.73,29.8,6.09,20.31,15.81,92.47,2.19,4.21,0.65,280626.4736
304,550.0,2.781420233,899.21,4.96,4.74,7.26,11.16,95.25,1.36,3.78,6.72,227060.8728
305,1275.64,1.165589586,514.5,18.05,8.55,46.18,13.27,99.84,1.63,8.86,9.86,159001.4417
306,550.0,1.0,419.16,24.11,7.56,7.0,13.14,91.0,2.09,2.77,3.51,55537.75231
307,1068.86,2.105990217,190.67,10.09,7.06,23.14,14.36,96.08,2.72,3.31,5.69,103584.0956
308,550.0,2.618337523,809.64,33.09,5.8,40.11,44.1,99.9,1.86,5.14,9.01,130176.5017
309,550.0,3.018787009,424.57,18.32,5.71,78.62,32.93,99.9,0.61,2.11,1.55,20092.31553
310,550.0,2.650587996,286.37,52.6,7.16,29.38,34.69,93.11,1.67,3.98,3.32,303386.8793
311,672.57,1.378387382,128.28,22.59,9.14,76.08,32.85,89.02,1.55,1.86,4.78,64800.0776
312,579.44,1.1366348,511.53,43.53,7.57,46.21,8.27,90.16,1.52,3.62,7.11,42451.65761
313,550.0,1.699246646,130.27,2.44,7.42,54.68,26.91,87.55,1.38,3.2,6.96,81728.58496
314,901.84,1.0,280.13,43.2,5.75,55.74,20.29,89.06,1.43,6.07,4.09,203659.1809
315,1037.16,2.351761951,418.67,76.57,4.66,67.21,14.09,92.05,1.61,2.47,2.55,242113.6459
316,1182.5,1.0,456.78,35.23,4.67,39.73,31.3,95.51,1.52,1.18,1.11,79471.8968
317,962.42,1.0,318.97,22.09,6.91,18.1,11.18,99.25,1.79,6.92,0.93,121704.3417
318,1245.26,1.842217854,116.53,51.9,6.72,69.73,1.5,91.22,2.29,4.96,2.35,89342.32242
319,550.0,1.455695646,734.97,42.68,7.21,39.9,11.18,91.14,2.0,4.53,5.76,182313.1519
320,550.0,2.118715136,780.34,44.25,1.39,78.83,19.04,97.08,2.07,0.82,9.97,19005.8778
321,1507.57,2.609054305,171.64,27.28,8.01,74.21,1.79,87.27,1.83,5.95,8.69,327978.5253
322,560.16,1.0,414.34,13.85,2.97,20.8,24.21,94.9,1.61,3.75,6.47,73665.96697
323,895.96,2.330410149,705.96,2.17,5.68,55.01,3.77,95.34,1.81,7.48,6.66,228908.9864
324,918.52,1.0,914.78,19.65,3.53,67.74,30.11,94.24,1.5,2.81,0.15,57468.5458
325,942.63,1.341872761,628.54,40.96,8.25,61.55,10.03,98.32,1.53,4.3,7.27,171620.7794
326,1324.79,2.969589023,445.99,56.28,8.0,36.69,39.55,89.09,1.32,6.21,10.0,435934.1944
327,557.42,2.316480357,471.9,12.1,6.37,33.49,22.78,93.52,1.58,4.79,10.0,138152.7933
328,1145.91,2.667758808,561.14,23.37,5.76,89.58,34.89,94.33,2.77,8.06,8.21,213036.8585
329,709.22,2.003645045,488.94,47.73,5.47,31.88,0.0,89.78,0.97,6.13,6.11,311456.5819
330,882.35,2.508779318,663.78,38.72,6.22,90.68,16.03,91.56,1.84,3.46,2.39,79451.59788
331,1098.04,1.0,734.54,31.86,8.11,52.24,2.07,91.29,2.01,1.55,9.79,191986.2025
332,875.26,1.63919778,557.67,16.5,6.51,65.41,4.36,96.5,1.26,3.46,4.43,90195.87773
333,1019.29,2.759608856,213.36,46.16,5.72,44.75,44.77,96.64,1.26,5.16,10.0,59072.23737
334,1839.78,2.188693987,970.42,13.55,9.7,46.37,40.66,99.9,0.61,3.88,3.01,295321.6701
335,550.0,1.0,747.1,21.83,6.91,2.05,7.37,93.09,1.76,3.72,4.32,164331.3564
336,550.0,1.0,26.76,20.67,5.96,64.53,33.09,98.16,1.69,1.5,4.64,18891.78121
337,550.0,2.899609492,255.02,5.94,7.77,73.39,28.17,96.21,1.49,5.49,4.45,114430.5402
338,550.0,2.432889702,196.21,30.02,3.64,4.38,13.8,87.73,2.05,7.0,8.0,182241.1725
339,1004.32,2.949058372,493.74,50.91,6.83,72.78,25.3,91.29,0.8,3.24,2.41,250193.7114
340,843.57,1.312093736,540.72,47.61,5.9,66.24,32.61,90.69,1.19,6.05,9.84,56464.73526
341,859.02,1.479502689,471.27,41.98,6.56,44.95,17.82,99.9,0.8,4.2,10.0,108906.1765
342,1492.61,1.835527414,544.93,25.74,6.68,57.18,21.06,94.44,1.43,4.32,3.5,248286.9784
343,864.82,1.028008367,429.09,44.84,3.34,59.61,14.3,90.06,1.74,3.64,1.05,193087.4171
344,752.01,1.0,660.36,43.6,9.03,18.97,1.83,95.47,2.39,4.89,2.9,100087.3446
345,866.59,1.0,443.86,38.24,6.31,20.68,8.41,90.22,0.86,2.87,0.35,212913.9279
346,1323.79,2.049663797,536.97,40.8,5.95,62.91,11.97,90.5,1.43,7.95,6.74,204340.3361
347,1258.21,1.714074971,186.08,29.21,6.51,59.26,18.27,88.44,1.68,2.58,4.89,168180.8527
348,783.91,1.0,1092.25,77.48,2.17,66.68,8.39,85.08,2.35,1.64,3.31,108410.7579
349,1012.69,1.0,455.09,4.18,4.31,28.24,2.51,88.52,1.99,2.9,5.95,119173.8218
350,826.42,2.507471586,549.53,39.7,5.31,87.64,16.22,89.16,1.23,2.02,7.64,157010.9117
351,930.22,1.0,347.87,30.8,5.95,35.68,43.49,98.36,0.43,3.14,6.81,84151.19848
352,1376.46,1.786360356,620.53,43.32,5.66,39.55,32.62,88.42,1.08,3.76,3.58,169545.6073
353,1655.49,2.058318642,607.94,9.66,5.15,14.08,6.03,94.35,1.55,3.8,2.95,376378.7618
354,1162.8,1.553396215,521.97,19.53,6.91,12.83,8.28,91.23,2.54,4.59,4.71,488615.1287
355,752.35,2.166951471,723.63,53.33,6.48,61.57,39.25,98.83,1.03,4.72,8.86,21393.39346
356,1278.78,2.20571496,60.41,63.64,6.68,107.66,54.34,99.9,1.63,4.37,2.49,142820.9241
357,1046.79,1.98348192,342.15,43.06,7.45,3.39,5.36,96.52,1.87,3.98,7.6,275178.7324
358,974.83,1.0,1077.11,35.04,7.04,78.71,4.58,98.13,1.3,5.94,3.96,268326.9731
359,960.39,2.285729073,56.01,48.45,5.06,45.56,19.38,99.9,1.57,4.89,7.54,2548.52884
360,550.0,1.897350371,486.27,12.81,6.38,60.7,4.78,91.55,1.59,3.47,6.31,225663.4051
361,550.0,4.325596641,378.65,45.75,7.82,25.55,25.2,91.14,1.76,8.89,7.66,341930.4411
362,839.86,2.136883246,1022.66,44.57,7.8,55.82,5.69,91.79,1.04,4.86,5.25,274953.7258
363,657.08,1.512336617,52.16,35.64,5.75,56.93,32.81,98.85,2.27,3.69,5.8,169984.7819
364,945.51,2.408829723,585.59,4.92,9.8,28.81,12.59,91.57,2.04,6.9,4.82,510196.8094
365,935.51,1.895103414,308.27,43.09,6.35,67.99,45.69,95.75,1.75,5.55,6.2,207388.443
366,1396.11,2.189083886,149.42,46.15,6.06,63.25,29.82,96.07,1.48,4.97,8.68,279610.689
367,1456.45,1.0,618.87,2.93,6.97,58.36,30.25,97.83,1.0,5.04,9.42,184092.6755
368,1658.43,2.428461505,460.71,18.86,3.84,36.67,7.41,99.47,1.56,3.94,3.27,217246.4263
369,796.16,1.0,319.94,62.82,6.02,15.28,31.1,92.65,1.33,4.46,7.28,44877.30732
370,550.0,4.208386677,154.58,41.08,4.65,27.46,1.69,85.53,1.76,0.67,3.28,174203.6892
371,1524.55,1.174475552,72.35,74.57,5.15,26.92,23.95,94.68,1.04,6.16,4.95,517890.7253
372,683.73,1.0,121.3,41.44,6.69,5.49,21.6,95.0,0.79,5.03,2.63,215777.7538
373,1498.97,2.412689931,654.91,33.71,8.2,41.69,38.04,99.9,1.62,4.47,6.77,402786.3073
374,1661.48,3.255066273,646.2,19.3,8.55,57.83,6.86,91.56,1.49,2.7,6.84,503689.2666
375,909.57,1.705259481,695.96,9.5,8.84,108.59,38.79,99.46,1.64,5.69,5.56,251982.2197
376,1290.57,1.501609629,115.93,17.67,5.71,90.44,34.52,85.74,2.04,5.49,8.66,257308.6152
377,570.95,1.072237852,430.1,51.1,5.69,36.46,33.36,99.31,1.78,5.06,2.82,6299.684761
378,798.96,1.992846293,618.83,31.33,4.32,30.34,26.49,91.07,2.18,3.97,1.91,136645.7735
379,857.34,1.0,346.52,32.1,5.15,46.16,8.91,86.46,1.12,5.08,6.56,41154.61448
380,550.0,2.017275534,331.95,29.97,6.17,60.27,16.33,88.98,1.05,4.31,4.18,142701.7764
381,635.14,1.095115158,348.47,34.49,8.26,4.91,23.88,96.15,1.37,5.7,1.54,101566.3019
382,682.7,2.087363198,255.42,20.91,8.04,111.7,17.84,97.95,1.55,3.75,5.97,164935.7466
383,1336.58,1.472491479,938.65,48.3,5.45,75.04,5.11,96.15,2.19,5.13,5.71,21625.84674
384,550.0,1.238066639,88.46,39.1,3.42,37.71,37.43,85.48,1.6,2.65,5.29,157228.1596
385,823.98,3.689285068,1300.08,28.98,7.03,18.82,23.71,99.9,1.58,5.2,9.18,206892.3065
386,550.0,2.228118202,417.39,35.64,5.24,50.11,25.47,97.35,1.85,6.02,3.45,200872.5606
387,837.35,1.0,464.09,39.42,5.2,8.64,14.07,82.06,0.72,1.59,10.0,133694.9109
388,550.0,1.0,210.44,41.76,8.85,69.84,7.09,95.69,1.29,3.89,7.73,92543.22644
389,550.0,2.17305181,357.36,36.28,5.55,15.72,11.95,93.35,1.59,3.05,6.98,156793.0892
390,936.56,1.676477184,268.22,30.81,7.1,33.0,16.34,91.73,1.28,4.93,1.75,142489.631
391,1108.17,1.0,599.08,34.18,3.75,41.57,27.91,99.9,2.0,4.72,6.17,326871.9349
392,741.88,2.44212541,410.81,64.32,3.76,26.18,17.91,82.96,2.24,0.08,4.79,126059.9081
393,868.81,2.585261194,191.56,31.67,8.42,41.32,13.12,86.79,0.68,2.44,0.97,327942.3978
394,550.0,1.0,335.68,39.89,5.08,43.35,3.48,97.4,0.92,3.99,10.0,152405.9201
395,857.78,2.751950305,615.54,27.79,3.42,25.63,12.94,94.34,1.18,3.7,4.39,282915.8867
396,550.0,1.0,496.46,17.29,2.85,114.72,22.01,92.34,1.93,2.96,6.05,4747.917512
397,1074.05,1.42286577,599.49,36.09,6.79,13.87,31.21,96.0,1.46,5.01,7.48,159334.9473
398,550.0,1.0,362.85,22.98,3.62,86.2,22.53,92.35,1.37,2.36,6.6,71190.4955
399,1312.12,1.822728798,821.74,18.96,7.75,53.84,6.32,85.51,1.66,5.29,4.66,354201.8406
400,695.98,1.0,885.73,18.15,9.4,2.25,15.9,94.86,1.9,4.23,9.81,218269.7856
401,559.33,1.415674288,621.67,10.67,6.85,56.91,7.56,93.24,2.06,3.35,5.25,51820.27572
402,1572.19,1.0,278.54,37.99,6.96,90.82,26.71,99.9,2.24,4.71,2.32,177524.7118
403,577.84,1.0,173.64,57.77,6.81,12.64,3.54,98.07,1.42,3.71,2.05,11848.54421
404,550.0,2.335347984,470.97,46.95,5.73,63.28,16.99,91.65,1.77,4.65,3.71,144424.8466
405,705.09,1.174726728,50.75,43.91,6.93,9.54,19.27,93.73,1.72,6.24,4.65,217782.099
406,757.44,1.0,732.86,35.36,6.59,50.08,22.21,96.8,1.28,5.91,7.38,84151.0427
407,690.05,1.378203219,538.02,35.7,5.59,17.84,5.59,89.42,0.87,4.28,3.73,2295.205062
408,550.0,1.0,312.79,82.59,3.72,39.29,31.48,92.23,1.7,3.73,6.22,223496.2346
409,931.09,1.113645961,710.41,0.12,7.36,42.88,1.76,99.9,0.64,4.71,10.0,164916.2286
410,674.64,1.246114285,730.15,13.36,4.96,6.17,12.54,94.65,1.42,3.95,7.81,164525.719
411,1312.45,1.133917508,254.48,74.74,5.62,52.27,33.63,86.17,2.38,4.56,5.98,118721.3214
412,693.18,1.32662884,132.85,67.25,7.34,67.33,34.12,99.9,1.92,4.15,5.46,136190.8982
413,760.31,1.0,458.1,38.12,6.05,44.96,41.36,95.92,2.27,1.91,4.55,7520.380337
414,550.0,1.0,734.61,32.58,2.76,91.05,8.55,90.02,2.09,4.08,4.1,52957.09809
415,849.06,1.0,31.41,46.06,6.26,47.77,2.22,87.56,1.05,5.21,2.72,243261.6328
416,1199.79,1.0,798.36,44.94,7.65,82.9,8.06,95.75,1.25,5.91,5.28,126020.4507
417,1002.88,1.215142348,1017.57,22.95,4.06,90.51,9.42,94.26,1.51,4.45,0.09,64456.56828
418,939.03,1.26769942,300.77,50.24,9.02,76.76,27.9,98.3,1.02,7.15,4.04,216114.4979
419,550.0,1.722360824,697.31,36.49,5.96,30.3,23.89,84.98,0.67,3.17,5.1,73425.08501
420,550.0,1.889751455,185.82,33.44,5.68,43.79,13.87,92.55,0.75,3.96,1.83,153475.7132
421,1185.79,2.14321221,299.17,7.32,7.34,37.32,14.17,99.9,1.44,3.12,6.29,72644.83547
422,904.42,1.063157929,334.34,30.02,5.32,59.97,20.21,86.83,1.33,5.5,3.7,109717.6017
423,550.0,2.63613339,55.88,43.24,8.03,9.11,21.18,99.9,1.8,5.85,8.63,299080.0829
424,854.94,1.0,870.33,59.28,5.82,108.06,29.19,83.57,1.66,4.88,4.63,51903.48244
425,645.97,1.0,306.13,39.96,4.49,65.6,2.79,91.41,0.69,3.23,4.19,218044.8076
426,695.79,3.19872624,83.24,47.32,6.06,47.77,7.97,93.74,1.44,4.29,4.41,79052.54416
427,1551.51,3.005564594,285.33,45.07,9.15,59.96,8.5,78.98,1.87,5.59,7.5,463662.0609
428,1056.18,2.816784211,439.76,54.6,8.76,78.53,13.4,91.38,0.93,3.56,10.0,476420.1128
429,1129.85,1.280746678,558.24,4.93,8.21,33.4,45.49,99.07,1.79,5.55,6.87,235210.9835
430,581.23,1.0,763.99,17.23,8.6,59.57,29.59,93.95,2.14,1.01,4.9,39236.37427
431,811.29,1.189211952,787.23,32.92,3.83,86.66,55.26,89.84,1.87,2.34,8.09,91716.1933
432,558.96,4.150019273,235.51,60.72,8.29,93.16,22.11,98.49,1.63,5.01,7.76,221524.3637
433,899.97,1.49718187,688.21,3.59,6.44,46.27,11.76,93.66,1.63,4.65,8.79,155547.8021
434,757.1,1.009629637,427.77,48.71,3.99,86.65,21.27,91.54,1.43,3.9,5.3,92925.45679
435,696.64,1.461289673,435.51,33.41,7.66,167.1,22.22,99.9,2.03,3.29,6.45,308918.3544
436,948.18,3.356351663,122.42,27.35,5.85,8.22,37.12,95.61,1.14,6.97,7.33,297613.9704
437,1319.79,2.542387545,435.17,53.16,7.02,62.69,7.32,97.15,2.1,6.81,7.18,265777.1071
438,620.94,1.0,214.94,37.96,7.2,19.15,2.67,95.23,0.78,7.01,9.38,258503.3654
439,739.23,1.617846731,583.95,38.27,6.59,46.92,31.78,93.8,1.36,5.13,4.05,81135.44737
440,947.06,2.379477752,675.68,48.67,8.17,28.78,13.04,98.1,1.62,6.13,10.0,291974.4519
441,550.0,1.227384634,9.16,54.6,5.68,30.07,6.25,91.6,1.21,0.89,5.76,172761.9045
442,818.02,2.329951319,356.03,19.43,7.2,17.02,8.78,95.92,0.77,6.46,6.09,232939.9465
443,550.0,1.900055086,293.55,33.32,4.72,18.18,34.02,83.76,1.19,2.59,6.76,112458.3855
444,1396.24,1.0,477.56,19.94,8.87,25.51,6.75,96.89,1.9,6.14,1.06,192481.1918
445,760.38,2.082660511,412.28,18.79,5.64,52.42,13.73,92.11,1.43,4.36,7.59,156843.2499
446,1063.24,1.21940935,651.54,58.61,6.52,9.72,3.24,93.09,1.8,4.72,3.04,90801.51877
447,550.0,1.44165141,254.62,18.87,5.93,13.64,11.44,98.12,1.52,2.45,10.0,10589.12392
448,917.46,1.0,67.71,40.24,6.42,25.57,42.12,86.85,0.79,2.84,1.26,164048.5827
449,700.49,1.0,596.34,40.61,1.67,53.29,1.6,94.11,1.52,2.34,5.2,155392.0039
450,1286.07,2.715201171,187.63,54.68,6.27,7.62,32.31,99.9,1.2,6.26,4.86,174273.9657
451,1123.28,1.523314424,274.49,53.25,6.54,45.54,8.69,95.15,1.33,7.44,10.0,264794.4949
452,1052.32,1.217644474,590.87,28.25,5.74,71.14,2.73,87.37,1.74,3.53,7.43,96500.23184
453,1167.09,1.357589204,498.37,35.05,6.82,46.91,24.77,96.27,2.26,5.29,4.34,55168.48331
454,550.0,3.458587459,550.62,58.75,7.73,9.94,26.9,91.61,1.79,1.52,8.54,222234.5043
455,1697.87,1.0,722.04,11.27,9.33,69.99,13.27,94.83,2.03,7.72,8.11,338884.132
456,1621.94,2.555138548,876.87,34.41,5.88,56.36,3.46,89.23,2.22,7.46,10.0,295616.5361
457,550.0,1.757506202,585.58,53.2,1.86,87.99,29.27,90.96,2.1,2.41,5.25,222944.1492
458,550.0,2.115308415,599.17,19.77,7.45,8.88,6.23,99.39,1.26,3.4,9.86,145087.5401
459,550.0,2.8524211,637.83,26.0,10.0,15.36,10.04,99.9,1.17,4.49,3.6,206639.3456
460,1408.62,1.435982477,10.2,60.58,5.11,7.86,29.47,98.42,2.43,3.75,5.68,143776.0267
461,905.66,1.0,1061.04,29.67,6.9,70.01,16.1,99.9,1.35,5.04,8.22,108379.2727
462,550.0,1.259251883,420.78,41.66,2.8,128.4,50.45,89.11,1.77,0.82,0.84,22636.84356
463,728.73,1.0,699.78,8.5,6.3,27.2,3.16,90.23,2.22,1.95,9.53,22262.34776
464,550.0,1.0,229.63,23.94,8.75,60.06,14.81,95.89,2.18,4.66,10.0,23066.99327
465,730.57,1.605005255,144.83,38.1,6.49,67.26,0.68,83.03,2.31,4.84,5.3,172317.0729
466,968.6,4.370450006,625.87,45.22,7.04,13.54,2.28,96.71,0.68,5.93,5.45,376588.7389
467,709.62,1.86213112,100.66,27.96,6.08,7.95,7.71,95.36,2.28,2.74,5.8,204579.1719
468,1207.69,1.032576966,716.4,29.0,6.62,13.35,19.98,88.5,1.29,0.09,7.35,25365.84691
469,1236.63,1.562501373,172.51,56.61,8.75,54.74,23.83,94.2,1.3,1.35,5.24,18845.7774
470,550.0,2.987709527,61.99,19.9,4.08,49.1,44.28,93.29,1.83,0.67,1.18,35257.12084
471,550.0,2.859258942,112.47,41.8,8.28,65.5,15.97,93.52,1.15,4.68,5.79,164650.3713
472,1058.53,1.338524444,661.31,36.62,9.61,40.34,6.39,91.72,1.67,3.25,6.66,344027.0903
473,550.0,1.880324216,558.05,33.01,4.26,80.32,16.16,94.4,2.08,3.33,10.0,43666.49498
474,843.94,2.89297938,687.64,0.18,8.71,69.9,14.57,96.94,1.49,3.06,6.81,148312.0712
475,698.31,2.075840252,98.81,44.86,5.82,73.66,26.45,99.65,2.01,2.7,4.72,124951.696
476,550.0,1.856152489,691.0,47.44,2.99,62.45,23.32,94.53,2.23,1.89,1.8,126891.0026
477,550.0,1.0,1004.72,31.04,6.58,59.59,5.88,90.17,1.34,2.74,8.6,123472.3321
478,579.11,2.186502328,503.17,25.53,5.05,112.41,9.67,82.98,1.53,4.48,6.19,153724.981
479,1082.01,2.886157968,250.14,21.63,6.59,36.72,7.76,95.82,0.36,7.41,10.0,383742.4214
480,1384.34,2.010225354,514.0,56.25,3.51,57.42,2.02,87.3,1.99,3.16,5.38,155055.7088
481,1293.03,1.157028832,1045.77,48.02,5.6,20.85,30.95,90.46,2.01,4.92,4.91,201158.4865
482,1333.9,2.664107348,978.39,47.77,6.25,55.63,0.8,93.36,1.93,6.27,4.64,334283.3214
483,550.0,2.060659189,422.57,31.04,7.61,70.56,17.48,92.86,2.4,4.71,4.34,123785.6123
484,550.0,2.35642116,708.09,41.43,5.86,26.78,21.53,94.88,1.53,3.92,6.14,131293.0955
485,550.0,2.389430015,174.0,21.85,6.03,104.79,33.35,98.81,1.75,6.84,5.33,89088.96164
486,566.19,2.457386635,404.67,20.9,8.36,67.93,15.06,84.96,1.94,6.33,9.69,222656.7405
487,1454.19,1.712802724,599.84,51.1,6.99,101.47,7.77,95.25,2.0,3.43,10.0,272226.5919
488,769.16,2.813440607,1520.56,5.43,5.19,4.32,11.38,98.78,1.88,2.58,1.75,78244.63576
489,955.54,1.0,499.79,30.07,4.5,10.83,12.74,88.35,1.5,4.33,2.7,126517.4866
490,1371.91,1.947107916,906.34,3.62,5.13,5.79,1.85,86.98,1.83,3.38,9.46,418871.7147
491,764.69,2.702025134,600.05,45.4,6.3,5.45,23.63,92.76,1.43,4.25,2.7,61314.06072
492,550.0,2.647041953,574.77,42.01,6.45,57.96,30.3,99.9,2.1,1.94,7.96,111483.7929
493,794.96,1.0,662.62,62.2,7.12,78.53,28.83,92.03,2.26,3.04,4.7,162962.1024
494,1253.92,1.0,254.82,29.29,5.94,1.66,4.34,97.7,1.96,4.75,7.2,31814.68116
495,550.0,2.32096047,9.28,2.23,9.37,99.46,19.89,99.9,1.54,4.35,10.0,135482.4152
496,550.0,1.090923596,795.81,39.14,5.61,22.71,13.16,87.84,1.28,1.08,9.87,140097.9748
497,550.0,1.082420434,342.05,37.68,3.79,11.35,47.23,91.46,2.42,4.98,6.17,-4390.753336
498,733.56,1.182057344,510.23,38.18,5.83,45.71,21.94,86.38,1.13,2.2,3.55,159153.8674
499,550.0,3.276078857,174.87,34.25,8.09,52.45,5.62,94.87,1.86,8.69,6.24,214486.983
500,692.45,1.699053577,733.19,6.93,6.78,13.57,6.11,99.9,1.37,2.02,5.63,123398.3183
501,683.04,1.0,245.15,23.32,3.77,32.35,15.52,90.57,2.02,2.25,5.6,18105.07791
502,2061.01,1.513392528,609.15,6.65,7.61,45.32,18.95,89.56,1.68,5.96,8.21,334948.7634
503,1199.7,3.375530651,535.35,26.76,6.4,47.53,7.41,87.63,0.97,4.96,8.72,352485.5714
504,874.53,1.0,381.24,40.79,5.8,82.95,22.35,96.08,2.07,3.56,4.66,180441.0288
505,876.67,1.0,117.86,12.17,5.49,4.85,11.85,95.28,0.85,6.32,9.22,268412.068
506,570.34,1.552026089,436.75,51.91,4.08,48.41,22.34,95.22,2.01,4.6,10.0,138662.5684
507,680.27,1.0,389.08,11.22,6.04,73.45,24.28,99.9,0.88,3.68,7.19,72590.82719
508,550.0,2.075060066,175.5,45.15,3.74,73.93,25.49,94.04,2.48,4.21,5.43,44186.82009
509,884.33,1.0,119.82,3.99,9.03,3.26,10.05,96.91,2.18,5.4,10.0,137965.4967
510,907.51,1.0,875.99,24.46,6.86,56.63,11.87,96.98,0.98,5.34,5.42,99513.21342
511,1014.33,2.108076271,340.75,42.34,4.97,15.66,35.01,89.29,1.77,4.18,9.74,189581.5167
512,550.0,1.441232582,154.05,4.63,4.52,55.35,5.53,90.24,1.52,5.36,6.4,171268.9436
513,599.1,2.102798752,40.54,44.24,5.67,91.32,6.54,91.44,1.93,4.47,4.22,170469.9525
514,550.0,1.0,488.87,45.5,3.4,111.9,27.78,99.64,1.95,2.51,4.46,42569.78289
