SquareFootage,NumBathrooms,NumBedrooms,BackyardSpace,CrimeRate,SchoolRating,AgeOfHome,DistanceToCityCenter,EmploymentRate,PropertyTaxRate,RenovationQuality,LocalAmenities,TransportAccess,Windows,PreviousSalePrice,Garage
550.0,2.353794177,3,321.57,51.56,8.12,110.66,24.62,96.84,0.75,2.71,3.69,4.91,8,63898.98939,0
1213.01,1.818171351,4,451.41,33.95,8.01,102.68,7.17,99.9,1.48,5.84,5.93,6.2,13,306063.4177,0
1360.15,3.029874969,2,301.75,26.9,6.57,21.62,11.47,91.24,1.58,5.4,2.8,4.74,15,328402.3993,0
1010.8,1.647701768,2,489.74,5.04,5.97,69.94,18.03,90.33,1.9,5.6,2.8,6.93,9,202999.5634,0
956.19,1.0,4,620.13,6.59,7.24,70.15,3.54,95.85,1.29,4.81,2.13,7.92,9,40293.74876,0
890.36,2.442325249,4,495.31,48.44,8.65,49.25,8.52,94.99,1.27,5.42,4.64,4.04,9,265652.2489,0
1013.29,1.0,2,48.9,38.19,6.09,103.3,17.95,86.94,0.66,2.64,3.42,3.52,13,142606.9605,0
550.0,1.977646983,2,90.87,26.54,5.32,26.72,10.95,99.26,0.88,4.78,4.77,6.13,13,22034.76737,0
609.19,1.954840203,3,614.34,56.53,7.3,28.21,13.23,99.9,0.77,6.92,4.91,5.23,7,205016.2211,0
550.0,2.107269413,3,164.88,38.5,5.04,109.05,25.7,95.18,1.33,0.83,5.93,4.81,18,113890.5036,0
550.0,1.630736148,3,683.55,34.79,3.92,67.31,18.35,92.99,1.59,0.86,6.94,4.81,12,131603.6608,1
550.0,1.712805655,1,883.76,53.94,6.33,9.79,3.3,90.46,1.61,1.64,8.03,5.34,5,86611.44972,1
1571.91,1.0,2,151.85,17.47,5.02,80.12,8.04,93.43,1.36,4.54,0.68,3.85,20,186120.6791,0
1067.85,1.0,2,429.77,19.06,5.16,30.9,5.59,95.51,1.68,6.22,10.0,6.49,4,172031.378,0
1073.95,3.209491202,3,663.46,36.18,7.35,59.85,15.17,94.52,1.07,6.17,7.08,6.2,5,330775.3341,0
550.0,2.162152172,2,399.1,17.64,7.23,56.52,17.41,99.9,1.13,4.02,10.0,7.24,17,56196.92906,1
768.35,2.609231756,3,740.02,24.76,6.97,31.93,0.9,94.12,0.66,3.1,3.01,7.19,11,267242.6338,0
1335.59,1.605689015,2,566.17,36.23,9.46,5.54,31.97,97.01,1.27,4.66,6.39,3.02,24,224453.3926,0
550.0,1.748900641,4,834.41,35.69,4.19,14.31,9.29,99.9,1.42,4.12,4.94,4.69,10,243369.611,0
550.0,1.748030335,3,116.54,38.98,4.77,152.41,34.54,81.76,1.66,0.75,0.02,3.39,37,13346.80843,1
583.35,1.0,2,537.69,52.92,6.21,28.93,29.88,97.11,1.56,5.79,7.91,5.42,16,28056.36613,0
764.78,2.910474203,2,243.89,55.28,5.93,6.86,15.07,93.93,1.27,4.21,5.89,2.04,13,241279.5678,1
550.0,3.951180911,2,448.54,46.8,6.62,97.74,18.25,95.62,1.15,5.77,3.86,7.48,7,68378.91895,0
550.0,2.949512557,2,468.29,7.65,6.49,92.63,20.29,91.38,1.21,6.82,5.54,7.85,22,160988.9713,0
614.58,1.0,2,207.28,37.4,8.37,77.09,10.8,98.25,2.64,6.49,3.97,4.47,26,6235.488942,0
788.46,1.667615282,4,552.26,15.75,7.29,71.52,21.6,96.97,2.35,3.81,7.14,7.8,44,181671.4879,0
550.0,1.242729989,3,715.05,6.03,7.04,36.97,34.52,97.55,1.57,3.1,7.4,6.41,16,54874.10554,1
1030.28,1.0,4,530.0,1.22,7.91,35.43,6.55,96.0,1.37,4.38,10.0,10.0,17,232441.8575,0
1022.56,1.719061818,3,588.03,42.6,9.69,66.28,38.63,96.55,1.18,6.62,6.08,3.62,15,296868.324,1
748.56,1.0,4,861.18,46.92,8.99,52.77,35.37,93.94,1.14,4.81,10.0,7.06,28,160492.2693,0
823.43,1.045248324,3,723.64,13.51,8.06,5.04,30.86,96.3,1.3,5.39,8.13,5.61,12,93361.72987,0
980.17,1.799254386,4,609.2,34.9,4.58,85.98,19.5,85.14,0.65,7.6,7.87,7.09,18,217650.6843,0
550.0,1.0,3,266.9,20.45,7.07,15.94,13.91,96.25,1.65,4.67,5.96,5.56,17,170968.988,0
1025.57,2.540399748,1,81.44,35.25,7.5,8.32,12.64,92.93,0.53,6.51,8.65,6.57,8,142722.0924,1
879.8,1.315377058,2,429.24,44.64,6.96,62.15,11.38,99.9,1.19,4.69,2.59,5.6,15,104802.2627,1
599.5,1.943180052,4,267.64,19.0,6.79,33.63,9.61,97.69,1.52,3.7,7.35,6.52,28,135425.4057,0
1021.4,1.0,2,493.09,16.5,5.93,16.08,1.45,91.01,2.04,2.88,0.76,4.04,14,26257.32408,0
834.4,1.739441341,3,424.69,13.5,8.85,11.2,32.79,90.09,1.79,4.01,4.88,5.72,20,218176.661,1
992.02,1.0,3,703.47,23.18,4.86,50.96,18.7,96.88,2.72,6.05,6.31,5.43,6,112762.2769,0
550.0,2.023577216,3,287.07,75.52,5.88,38.38,27.6,94.73,1.73,2.73,9.49,8.16,13,106830.2166,1
550.0,1.650099339,2,385.94,36.21,5.55,22.54,21.49,99.33,1.0,3.09,0.39,0.9,9,88964.78316,1
1121.1,2.146539487,4,437.81,43.68,7.91,22.44,9.42,99.9,2.05,6.36,4.29,6.38,2,234191.1484,1
550.0,1.773790529,3,104.81,63.77,5.72,19.7,5.69,93.49,1.55,3.18,4.86,6.47,23,40861.62206,0
702.7,1.0,2,575.39,49.19,6.45,67.05,16.64,88.14,2.17,4.12,3.45,1.16,17,42864.62269,0
735.91,1.0,3,8.39,17.49,2.6,41.07,34.62,93.71,1.44,2.69,1.51,3.88,9,125583.754,0
550.0,2.805610068,3,94.14,39.33,8.63,96.84,30.45,99.9,1.18,8.44,0.79,6.16,7,231051.7869,0
576.58,1.044603612,3,844.2,30.3,3.48,92.49,16.91,93.64,0.86,4.62,8.48,7.99,20,127580.1433,1
550.0,1.422506502,4,641.16,41.81,8.73,93.13,45.79,98.0,1.73,4.0,7.62,7.99,20,110360.0506,0
550.0,2.481263984,4,874.96,43.64,7.26,79.61,28.11,91.07,1.32,4.55,3.6,3.83,15,126645.2457,0
1473.2,4.342154715,3,323.36,31.79,9.0,54.82,25.87,84.95,2.1,8.31,3.79,5.78,11,460532.137,0
819.25,1.302362825,4,433.41,28.49,8.11,9.19,12.34,90.43,2.7,5.75,5.15,5.82,10,168930.8184,0
765.54,3.424821523,3,65.01,39.42,8.27,44.85,32.29,88.74,1.88,5.43,10.0,9.92,22,253982.881,0
550.0,1.0,3,419.54,57.21,2.7,67.94,21.2,97.79,1.68,4.58,5.91,8.04,14,37194.15316,1
955.53,2.08740135,4,551.57,40.47,8.2,129.1,15.78,99.9,1.61,4.91,7.27,2.14,10,337922.5119,0
550.0,3.037275589,2,95.2,18.75,7.06,29.56,15.8,85.79,1.08,4.48,2.21,5.18,10,63792.0516,0
749.78,1.214083382,3,502.64,20.61,5.77,71.09,38.74,83.99,1.38,3.33,1.78,6.94,9,133838.7142,0
550.0,1.012337491,3,458.54,9.9,9.15,69.79,23.34,95.24,1.76,6.59,1.77,3.97,31,12739.11552,0
550.0,1.0,3,113.08,18.03,6.88,72.38,28.31,93.63,1.14,3.84,5.14,5.31,22,46733.01365,1
1316.02,1.368247982,1,377.5,30.89,3.96,86.61,7.37,99.9,2.05,2.43,5.07,2.74,8,38434.12672,1
550.0,1.193013284,3,803.59,27.49,7.55,7.29,12.97,95.66,1.25,6.15,9.79,8.18,23,135249.7958,0
834.54,1.867174187,3,1030.56,12.35,5.1,18.63,40.37,95.94,1.17,4.49,2.99,8.2,15,269936.4519,0
680.49,2.059072256,2,568.21,24.67,9.62,71.73,0.43,89.1,1.62,5.07,6.93,6.43,21,141064.1893,1
960.93,2.067019323,2,324.38,39.09,4.95,9.77,19.44,93.71,1.22,1.64,3.33,4.02,9,120729.1674,0
1286.47,2.110509734,2,341.25,42.57,5.03,43.89,9.41,95.35,1.03,5.31,0.21,2.82,17,204739.2843,1
550.0,2.820423083,4,447.98,53.27,9.39,29.22,28.28,89.1,2.13,6.84,1.97,4.1,15,83590.6379,1
888.38,1.890474811,1,594.27,43.99,3.65,32.41,33.17,83.93,2.6,0.42,0.1,3.57,25,152533.6647,0
824.72,2.084032692,2,202.39,50.74,8.82,94.81,29.98,83.95,1.39,4.26,7.36,3.55,15,65538.52797,0
747.71,2.584191937,3,499.61,4.35,7.73,128.85,8.86,93.02,1.26,5.88,10.0,10.0,10,137578.3341,0
550.0,2.527090512,2,859.6,38.34,5.51,17.73,0.26,99.11,1.3,4.84,5.13,7.79,16,-1965.596887,0
550.0,2.572631555,4,237.74,51.63,9.86,20.72,3.18,95.76,1.54,4.96,10.0,4.43,18,216617.924,0
768.03,1.711265999,3,647.89,33.47,6.09,17.75,50.11,87.96,1.9,3.18,0.62,4.35,10,168849.9977,0
884.98,2.001241365,2,618.22,50.67,3.4,32.41,26.17,97.05,1.63,2.12,3.68,4.14,-4,24064.32264,0
556.89,1.033350435,2,715.67,12.97,5.55,36.6,8.29,89.99,1.68,2.88,9.45,6.94,10,87166.50157,0
755.85,1.933425922,2,470.39,50.19,2.9,4.15,38.3,94.38,2.98,3.34,4.87,5.6,10,94538.71523,0
679.42,1.324548657,2,622.02,11.39,6.62,44.3,28.79,99.76,1.89,5.3,4.69,8.77,19,61486.69821,0
985.17,1.010491793,2,1033.66,40.12,5.15,51.07,3.45,92.75,1.39,3.2,5.65,5.61,14,35235.58648,0
1378.95,1.624957285,3,421.0,22.48,7.93,105.32,15.02,98.36,0.96,7.54,6.92,6.14,22,233919.3775,1
550.0,1.0,3,78.01,38.2,6.34,23.61,11.65,87.43,1.72,6.5,7.17,8.28,9,204425.7091,1
550.0,2.623655516,3,692.51,46.01,7.65,31.68,18.58,96.22,0.7,5.95,5.73,8.45,22,219823.9723,0
550.0,1.0,3,251.84,50.61,6.16,60.57,9.75,92.34,1.78,3.6,6.87,9.23,5,27035.13747,0
934.7,2.47374336,3,490.73,29.8,6.09,20.31,15.81,92.47,2.19,4.21,0.65,4.15,21,280626.4736,0
550.0,2.781420233,2,899.21,4.96,4.74,7.26,11.16,95.25,1.36,3.78,6.72,6.94,22,227060.8728,0
1275.64,1.165589586,3,514.5,18.05,8.55,46.18,13.27,99.84,1.63,8.86,9.86,7.84,10,159001.4417,0
550.0,1.0,2,419.16,24.11,7.56,7.0,13.14,91.0,2.09,2.77,3.51,1.39,11,55537.75231,1
1068.86,2.105990217,3,190.67,10.09,7.06,23.14,14.36,96.08,2.72,3.31,5.69,6.0,2,103584.0956,0
550.0,2.618337523,2,809.64,33.09,5.8,40.11,44.1,99.9,1.86,5.14,9.01,6.51,20,130176.5017,1
550.0,3.018787009,2,424.57,18.32,5.71,78.62,32.93,99.9,0.61,2.11,1.55,6.61,16,20092.31553,1
550.0,2.650587996,4,286.37,52.6,7.16,29.38,34.69,93.11,1.67,3.98,3.32,0.88,18,303386.8793,0
672.57,1.378387382,4,128.28,22.59,9.14,76.08,32.85,89.02,1.55,1.86,4.78,5.07,20,64800.0776,1
579.44,1.1366348,2,511.53,43.53,7.57,46.21,8.27,90.16,1.52,3.62,7.11,5.3,14,42451.65761,0
550.0,1.699246646,2,130.27,2.44,7.42,54.68,26.91,87.55,1.38,3.2,6.96,5.29,16,81728.58496,0
901.84,1.0,3,280.13,43.2,5.75,55.74,20.29,89.06,1.43,6.07,4.09,6.85,10,203659.1809,0
1037.16,2.351761951,3,418.67,76.57,4.66,67.21,14.09,92.05,1.61,2.47,2.55,1.77,17,242113.6459,0
1182.5,1.0,2,456.78,35.23,4.67,39.73,31.3,95.51,1.52,1.18,1.11,4.67,14,79471.8968,0
962.42,1.0,3,318.97,22.09,6.91,18.1,11.18,99.25,1.79,6.92,0.93,3.54,13,121704.3417,0
1245.26,1.842217854,1,116.53,51.9,6.72,69.73,1.5,91.22,2.29,4.96,2.35,6.18,18,89342.32242,0
550.0,1.455695646,5,734.97,42.68,7.21,39.9,11.18,91.14,2.0,4.53,5.76,6.04,16,182313.1519,0
550.0,2.118715136,2,780.34,44.25,1.39,78.83,19.04,97.08,2.07,0.82,9.97,7.03,17,19005.8778,0
1507.57,2.609054305,3,171.64,27.28,8.01,74.21,1.79,87.27,1.83,5.95,8.69,8.6,20,327978.5253,0
560.16,1.0,4,414.34,13.85,2.97,20.8,24.21,94.9,1.61,3.75,6.47,4.24,26,73665.96697,0
895.96,2.330410149,3,705.96,2.17,5.68,55.01,3.77,95.34,1.81,7.48,6.66,6.56,15,228908.9864,1
918.52,1.0,1,914.78,19.65,3.53,67.74,30.11,94.24,1.5,2.81,0.15,6.17,21,57468.5458,1
942.63,1.341872761,3,628.54,40.96,8.25,61.55,10.03,98.32,1.53,4.3,7.27,4.65,8,171620.7794,0
1324.79,2.969589023,2,445.99,56.28,8.0,36.69,39.55,89.09,1.32,6.21,10.0,8.07,16,435934.1944,0
557.42,2.316480357,2,471.9,12.1,6.37,33.49,22.78,93.52,1.58,4.79,10.0,7.33,31,138152.7933,0
1145.91,2.667758808,3,561.14,23.37,5.76,89.58,34.89,94.33,2.77,8.06,8.21,6.43,17,213036.8585,1
709.22,2.003645045,4,488.94,47.73,5.47,31.88,0.0,89.78,0.97,6.13,6.11,5.2,11,311456.5819,0
882.35,2.508779318,2,663.78,38.72,6.22,90.68,16.03,91.56,1.84,3.46,2.39,6.29,11,79451.59788,0
1098.04,1.0,3,734.54,31.86,8.11,52.24,2.07,91.29,2.01,1.55,9.79,8.82,9,191986.2025,0
875.26,1.63919778,2,557.67,16.5,6.51,65.41,4.36,96.5,1.26,3.46,4.43,5.16,20,90195.87773,0
1019.29,2.759608856,1,213.36,46.16,5.72,44.75,44.77,96.64,1.26,5.16,10.0,7.66,19,59072.23737,0
1839.78,2.188693987,2,970.42,13.55,9.7,46.37,40.66,99.9,0.61,3.88,3.01,5.54,27,295321.6701,0
550.0,1.0,3,747.1,21.83,6.91,2.05,7.37,93.09,1.76,3.72,4.32,5.14,16,164331.3564,0
550.0,1.0,2,26.76,20.67,5.96,64.53,33.09,98.16,1.69,1.5,4.64,3.07,6,18891.78121,1
550.0,2.899609492,2,255.02,5.94,7.77,73.39,28.17,96.21,1.49,5.49,4.45,6.03,3,114430.5402,0
550.0,2.432889702,3,196.21,30.02,3.64,4.38,13.8,87.73,2.05,7.0,8.0,6.37,16,182241.1725,1
1004.32,2.949058372,2,493.74,50.91,6.83,72.78,25.3,91.29,0.8,3.24,2.41,3.64,20,250193.7114,0
843.57,1.312093736,2,540.72,47.61,5.9,66.24,32.61,90.69,1.19,6.05,9.84,8.0,41,56464.73526,0
859.02,1.479502689,3,471.27,41.98,6.56,44.95,17.82,99.9,0.8,4.2,10.0,10.0,20,108906.1765,1
1492.61,1.835527414,3,544.93,25.74,6.68,57.18,21.06,94.44,1.43,4.32,3.5,3.98,20,248286.9784,1
864.82,1.028008367,3,429.09,44.84,3.34,59.61,14.3,90.06,1.74,3.64,1.05,4.17,13,193087.4171,1
752.01,1.0,4,660.36,43.6,9.03,18.97,1.83,95.47,2.39,4.89,2.9,4.8,22,100087.3446,0
866.59,1.0,4,443.86,38.24,6.31,20.68,8.41,90.22,0.86,2.87,0.35,3.18,5,212913.9279,0
1323.79,2.049663797,2,536.97,40.8,5.95,62.91,11.97,90.5,1.43,7.95,6.74,4.9,14,204340.3361,0
1258.21,1.714074971,2,186.08,29.21,6.51,59.26,18.27,88.44,1.68,2.58,4.89,5.3,18,168180.8527,1
783.91,1.0,2,1092.25,77.48,2.17,66.68,8.39,85.08,2.35,1.64,3.31,4.57,14,108410.7579,0
1012.69,1.0,3,455.09,4.18,4.31,28.24,2.51,88.52,1.99,2.9,5.95,4.74,21,119173.8218,0
826.42,2.507471586,3,549.53,39.7,5.31,87.64,16.22,89.16,1.23,2.02,7.64,5.92,21,157010.9117,0
930.22,1.0,2,347.87,30.8,5.95,35.68,43.49,98.36,0.43,3.14,6.81,6.55,10,84151.19848,0
1376.46,1.786360356,1,620.53,43.32,5.66,39.55,32.62,88.42,1.08,3.76,3.58,6.76,39,169545.6073,0
1655.49,2.058318642,3,607.94,9.66,5.15,14.08,6.03,94.35,1.55,3.8,2.95,6.41,21,376378.7618,1
1162.8,1.553396215,4,521.97,19.53,6.91,12.83,8.28,91.23,2.54,4.59,4.71,6.39,21,488615.1287,0
752.35,2.166951471,1,723.63,53.33,6.48,61.57,39.25,98.83,1.03,4.72,8.86,6.58,31,21393.39346,0
1278.78,2.20571496,1,60.41,63.64,6.68,107.66,54.34,99.9,1.63,4.37,2.49,3.62,18,142820.9241,0
1046.79,1.98348192,3,342.15,43.06,7.45,3.39,5.36,96.52,1.87,3.98,7.6,6.28,20,275178.7324,0
974.83,1.0,5,1077.11,35.04,7.04,78.71,4.58,98.13,1.3,5.94,3.96,3.73,30,268326.9731,0
960.39,2.285729073,1,56.01,48.45,5.06,45.56,19.38,99.9,1.57,4.89,7.54,6.93,14,2548.52884,1
550.0,1.897350371,4,486.27,12.81,6.38,60.7,4.78,91.55,1.59,3.47,6.31,5.57,13,225663.4051,1
550.0,4.325596641,4,378.65,45.75,7.82,25.55,25.2,91.14,1.76,8.89,7.66,9.98,15,341930.4411,1
839.86,2.136883246,3,1022.66,44.57,7.8,55.82,5.69,91.79,1.04,4.86,5.25,6.58,13,274953.7258,1
657.08,1.512336617,4,52.16,35.64,5.75,56.93,32.81,98.85,2.27,3.69,5.8,4.08,12,169984.7819,0
945.51,2.408829723,4,585.59,4.92,9.8,28.81,12.59,91.57,2.04,6.9,4.82,4.96,5,510196.8094,1
935.51,1.895103414,3,308.27,43.09,6.35,67.99,45.69,95.75,1.75,5.55,6.2,5.68,18,207388.443,1
1396.11,2.189083886,3,149.42,46.15,6.06,63.25,29.82,96.07,1.48,4.97,8.68,3.41,18,279610.689,1
1456.45,1.0,2,618.87,2.93,6.97,58.36,30.25,97.83,1.0,5.04,9.42,5.69,19,184092.6755,0
1658.43,2.428461505,1,460.71,18.86,3.84,36.67,7.41,99.47,1.56,3.94,3.27,4.16,10,217246.4263,0
796.16,1.0,2,319.94,62.82,6.02,15.28,31.1,92.65,1.33,4.46,7.28,5.49,46,44877.30732,0
550.0,4.208386677,2,154.58,41.08,4.65,27.46,1.69,85.53,1.76,0.67,3.28,7.88,6,174203.6892,0
1524.55,1.174475552,3,72.35,74.57,5.15,26.92,23.95,94.68,1.04,6.16,4.95,6.09,17,517890.7253,1
683.73,1.0,4,121.3,41.44,6.69,5.49,21.6,95.0,0.79,5.03,2.63,7.28,25,215777.7538,0
1498.97,2.412689931,3,654.91,33.71,8.2,41.69,38.04,99.9,1.62,4.47,6.77,7.55,26,402786.3073,0
1661.48,3.255066273,3,646.2,19.3,8.55,57.83,6.86,91.56,1.49,2.7,6.84,4.47,15,503689.2666,0
909.57,1.705259481,3,695.96,9.5,8.84,108.59,38.79,99.46,1.64,5.69,5.56,7.48,12,251982.2197,1
1290.57,1.501609629,4,115.93,17.67,5.71,90.44,34.52,85.74,2.04,5.49,8.66,8.14,14,257308.6152,0
570.95,1.072237852,2,430.1,51.1,5.69,36.46,33.36,99.31,1.78,5.06,2.82,3.13,28,6299.684761,1
798.96,1.992846293,1,618.83,31.33,4.32,30.34,26.49,91.07,2.18,3.97,1.91,4.44,17,136645.7735,0
857.34,1.0,2,346.52,32.1,5.15,46.16,8.91,86.46,1.12,5.08,6.56,5.02,17,41154.61448,0
550.0,2.017275534,3,331.95,29.97,6.17,60.27,16.33,88.98,1.05,4.31,4.18,4.94,19,142701.7764,1
635.14,1.095115158,2,348.47,34.49,8.26,4.91,23.88,96.15,1.37,5.7,1.54,6.18,17,101566.3019,0
682.7,2.087363198,2,255.42,20.91,8.04,111.7,17.84,97.95,1.55,3.75,5.97,6.69,6,164935.7466,0
1336.58,1.472491479,1,938.65,48.3,5.45,75.04,5.11,96.15,2.19,5.13,5.71,4.1,7,21625.84674,0
550.0,1.238066639,1,88.46,39.1,3.42,37.71,37.43,85.48,1.6,2.65,5.29,6.5,12,157228.1596,0
823.98,3.689285068,3,1300.08,28.98,7.03,18.82,23.71,99.9,1.58,5.2,9.18,7.88,27,206892.3065,0
550.0,2.228118202,2,417.39,35.64,5.24,50.11,25.47,97.35,1.85,6.02,3.45,7.09,16,200872.5606,0
837.35,1.0,3,464.09,39.42,5.2,8.64,14.07,82.06,0.72,1.59,10.0,6.97,15,133694.9109,0
550.0,1.0,5,210.44,41.76,8.85,69.84,7.09,95.69,1.29,3.89,7.73,8.2,26,92543.22644,0
550.0,2.17305181,1,357.36,36.28,5.55,15.72,11.95,93.35,1.59,3.05,6.98,5.06,15,156793.0892,1
936.56,1.676477184,2,268.22,30.81,7.1,33.0,16.34,91.73,1.28,4.93,1.75,8.16,15,142489.631,0
1108.17,1.0,3,599.08,34.18,3.75,41.57,27.91,99.9,2.0,4.72,6.17,5.4,6,326871.9349,0
741.88,2.44212541,2,410.81,64.32,3.76,26.18,17.91,82.96,2.24,0.08,4.79,5.26,12,126059.9081,1
868.81,2.585261194,2,191.56,31.67,8.42,41.32,13.12,86.79,0.68,2.44,0.97,3.01,9,327942.3978,1
550.0,1.0,4,335.68,39.89,5.08,43.35,3.48,97.4,0.92,3.99,10.0,4.34,23,152405.9201,0
857.78,2.751950305,3,615.54,27.79,3.42,25.63,12.94,94.34,1.18,3.7,4.39,6.87,9,282915.8867,1
550.0,1.0,3,496.46,17.29,2.85,114.72,22.01,92.34,1.93,2.96,6.05,9.15,21,4747.917512,0
1074.05,1.42286577,3,599.49,36.09,6.79,13.87,31.21,96.0,1.46,5.01,7.48,7.57,17,159334.9473,0
550.0,1.0,2,362.85,22.98,3.62,86.2,22.53,92.35,1.37,2.36,6.6,4.85,16,71190.4955,1
1312.12,1.822728798,4,821.74,18.96,7.75,53.84,6.32,85.51,1.66,5.29,4.66,8.37,9,354201.8406,0
695.98,1.0,4,885.73,18.15,9.4,2.25,15.9,94.86,1.9,4.23,9.81,9.19,15,218269.7856,0
559.33,1.415674288,3,621.67,10.67,6.85,56.91,7.56,93.24,2.06,3.35,5.25,2.18,9,51820.27572,0
1572.19,1.0,3,278.54,37.99,6.96,90.82,26.71,99.9,2.24,4.71,2.32,4.13,11,177524.7118,0
577.84,1.0,2,173.64,57.77,6.81,12.64,3.54,98.07,1.42,3.71,2.05,5.85,11,11848.54421,0
550.0,2.335347984,4,470.97,46.95,5.73,63.28,16.99,91.65,1.77,4.65,3.71,6.29,36,144424.8466,0
705.09,1.174726728,2,50.75,43.91,6.93,9.54,19.27,93.73,1.72,6.24,4.65,4.38,4,217782.099,0
757.44,1.0,3,732.86,35.36,6.59,50.08,22.21,96.8,1.28,5.91,7.38,6.67,6,84151.0427,0
690.05,1.378203219,3,538.02,35.7,5.59,17.84,5.59,89.42,0.87,4.28,3.73,5.81,20,2295.205062,0
550.0,1.0,1,312.79,82.59,3.72,39.29,31.48,92.23,1.7,3.73,6.22,5.98,5,223496.2346,0
931.09,1.113645961,3,710.41,0.12,7.36,42.88,1.76,99.9,0.64,4.71,10.0,9.19,10,164916.2286,0
674.64,1.246114285,3,730.15,13.36,4.96,6.17,12.54,94.65,1.42,3.95,7.81,5.28,21,164525.719,0
1312.45,1.133917508,2,254.48,74.74,5.62,52.27,33.63,86.17,2.38,4.56,5.98,6.43,18,118721.3214,0
693.18,1.32662884,2,132.85,67.25,7.34,67.33,34.12,99.9,1.92,4.15,5.46,6.29,9,136190.8982,0
760.31,1.0,2,458.1,38.12,6.05,44.96,41.36,95.92,2.27,1.91,4.55,4.46,13,7520.380337,0
550.0,1.0,3,734.61,32.58,2.76,91.05,8.55,90.02,2.09,4.08,4.1,7.13,17,52957.09809,1
849.06,1.0,2,31.41,46.06,6.26,47.77,2.22,87.56,1.05,5.21,2.72,4.7,17,243261.6328,0
1199.79,1.0,3,798.36,44.94,7.65,82.9,8.06,95.75,1.25,5.91,5.28,5.82,15,126020.4507,1
1002.88,1.215142348,2,1017.57,22.95,4.06,90.51,9.42,94.26,1.51,4.45,0.09,4.76,10,64456.56828,0
939.03,1.26769942,4,300.77,50.24,9.02,76.76,27.9,98.3,1.02,7.15,4.04,3.42,9,216114.4979,1
550.0,1.722360824,4,697.31,36.49,5.96,30.3,23.89,84.98,0.67,3.17,5.1,3.29,8,73425.08501,0
550.0,1.889751455,4,185.82,33.44,5.68,43.79,13.87,92.55,0.75,3.96,1.83,6.73,8,153475.7132,1
1185.79,2.14321221,2,299.17,7.32,7.34,37.32,14.17,99.9,1.44,3.12,6.29,5.84,8,72644.83547,0
904.42,1.063157929,3,334.34,30.02,5.32,59.97,20.21,86.83,1.33,5.5,3.7,8.75,7,109717.6017,0
550.0,2.63613339,4,55.88,43.24,8.03,9.11,21.18,99.9,1.8,5.85,8.63,8.59,15,299080.0829,0
854.94,1.0,2,870.33,59.28,5.82,108.06,29.19,83.57,1.66,4.88,4.63,6.77,9,51903.48244,0
645.97,1.0,3,306.13,39.96,4.49,65.6,2.79,91.41,0.69,3.23,4.19,4.89,18,218044.8076,0
695.79,3.19872624,2,83.24,47.32,6.06,47.77,7.97,93.74,1.44,4.29,4.41,3.69,6,79052.54416,0
1551.51,3.005564594,2,285.33,45.07,9.15,59.96,8.5,78.98,1.87,5.59,7.5,9.57,14,463662.0609,0
1056.18,2.816784211,4,439.76,54.6,8.76,78.53,13.4,91.38,0.93,3.56,10.0,8.35,10,476420.1128,0
1129.85,1.280746678,4,558.24,4.93,8.21,33.4,45.49,99.07,1.79,5.55,6.87,6.18,27,235210.9835,1
581.23,1.0,3,763.99,17.23,8.6,59.57,29.59,93.95,2.14,1.01,4.9,5.52,13,39236.37427,0
811.29,1.189211952,1,787.23,32.92,3.83,86.66,55.26,89.84,1.87,2.34,8.09,4.97,3,91716.1933,0
558.96,4.150019273,2,235.51,60.72,8.29,93.16,22.11,98.49,1.63,5.01,7.76,6.03,14,221524.3637,1
899.97,1.49718187,2,688.21,3.59,6.44,46.27,11.76,93.66,1.63,4.65,8.79,9.68,13,155547.8021,1
757.1,1.009629637,1,427.77,48.71,3.99,86.65,21.27,91.54,1.43,3.9,5.3,3.91,8,92925.45679,1
696.64,1.461289673,5,435.51,33.41,7.66,167.1,22.22,99.9,2.03,3.29,6.45,6.06,13,308918.3544,0
948.18,3.356351663,2,122.42,27.35,5.85,8.22,37.12,95.61,1.14,6.97,7.33,6.45,31,297613.9704,0
1319.79,2.542387545,4,435.17,53.16,7.02,62.69,7.32,97.15,2.1,6.81,7.18,8.4,10,265777.1071,0
620.94,1.0,4,214.94,37.96,7.2,19.15,2.67,95.23,0.78,7.01,9.38,6.31,7,258503.3654,0
739.23,1.617846731,3,583.95,38.27,6.59,46.92,31.78,93.8,1.36,5.13,4.05,5.17,16,81135.44737,0
947.06,2.379477752,3,675.68,48.67,8.17,28.78,13.04,98.1,1.62,6.13,10.0,8.9,8,291974.4519,1
550.0,1.227384634,2,9.16,54.6,5.68,30.07,6.25,91.6,1.21,0.89,5.76,4.76,6,172761.9045,1
818.02,2.329951319,3,356.03,19.43,7.2,17.02,8.78,95.92,0.77,6.46,6.09,5.79,18,232939.9465,0
550.0,1.900055086,2,293.55,33.32,4.72,18.18,34.02,83.76,1.19,2.59,6.76,6.38,21,112458.3855,0
1396.24,1.0,4,477.56,19.94,8.87,25.51,6.75,96.89,1.9,6.14,1.06,6.31,21,192481.1918,0
760.38,2.082660511,2,412.28,18.79,5.64,52.42,13.73,92.11,1.43,4.36,7.59,4.95,9,156843.2499,0
1063.24,1.21940935,3,651.54,58.61,6.52,9.72,3.24,93.09,1.8,4.72,3.04,5.8,7,90801.51877,0
