EmployeeNumber,Age,Tenure,Turnover,HourlyRate ,HoursWeekly,CompensationType,AnnualSalary,DrivingCommuterDistance,JobRoleArea,Gender,MaritalStatus,NumCompaniesPreviouslyWorked,AnnualProfessionalDevHrs,PaycheckMethod,TextMessageOptIn
320,46,7,Yes,$34.23 ,40,Salary,71338.4,50,Marketing,Male,Single,4.0,13.0,Direct Deposit,Yes
321,45,18,Yes,$33.17 ,40,Salary,68993.6,83,Research,Female,Single,4.0,16.0,Direct Deposit,Yes
324,53,5,No,$77.90 ,40,Salary,162032.0,83,Marketing,Female,Single,7.0,7.0,Mail Check,Yes
325,56,9,Yes,$67.64 ,40,Salary,140691.2,26,Marketing,Female,Married,9.0,21.0,Mail Check,Yes
326,47,8,No,$67.65 ,40,Salary,140712.0,28,Research,Female,Divorced,1.0,18.0,Direct Deposit,Yes
327,37,4,Yes,$76.33 ,40,Salary,158766.4,85,Marketing,Female,Divorced,6.0,23.0,Direct Deposit,Yes
328,53,6,No,$63.36 ,40,Salary,131788.8,14,Sales,Female,Married,7.0,22.0,Mail Check,Yes
330,45,13,Yes,$51.44 ,40,Salary,106995.2,84,Manufacturing,Male,Married,5.0,22.0,Mail Check,Yes
332,61,12,No,$50.01 ,40,Salary,104020.8,22,Laboratory,Female,Single,6.0,22.0,Mail Check,Yes
334,38,3,No,$26.45 ,40,Salary,55016.0,6,Marketing,Female,Divorced,6.0,13.0,Mail Check,Yes
336,53,5,No,$44.70 ,40,Salary,92976.0,27,Research,Female,Single,2.0,23.0,Mail Check,Yes
337,46,15,No,$45.01 ,40,Salary,93620.8,9,Research,Female,Divorced,6.0,20.0,Direct Deposit,Yes
341,45,11,Yes,$55.88 ,40,Salary,116230.4,25,Healthcare,Male,Divorced,3.0,8.0,Mail Check,Yes
342,38,6,No,$74.27 ,40,Salary,154481.6,73,Information_Technology,Female,Single,3.0,20.0,Mail Check,Yes
344,38,9,No,$51.80 ,40,Salary,107744.0,52,Research,Female,Single,6.0,10.0,Mail Check,No
345,56,6,Yes,$71.36 ,40,Salary,148428.8,9,Laboratory,Female,Divorced,7.0,16.0,Mail Check,Yes
346,38,2,No,$34.43 ,40,Salary,71614.4,250,Information_Technology,Male,Divorced,4.0,19.0,Mail Check,Yes
347,47,19,Yes,$87.08 ,40,Salary,281126.4,250,Sales,Female,Divorced,3.0,14.0,Direct Deposit,Yes
348,56,15,Yes,$69.06 ,40,Salary,143644.8,14,Research,Female,Divorced,9.0,10.0,Mail Check,Yes
350,49,14,No,$34.28 ,40,Salary,71302.4,25,Information_Technology,Female,Divorced,7.0,10.0,Mail Check,No
351,47,6,Yes,$59.22 ,40,Salary,123177.6,89,Manufacturing,Male,Divorced,4.0,13.0,Mail Check,Yes
353,36,2,Yes,$83.88 ,40,Salary,174470.4,13,Healthcare,Male,Married,2.0,12.0,Mail Check,Yes
354,47,5,No,$37.20 ,40,Salary,77376.0,250,Research,Female,Single,2.0,23.0,Mail Check,Yes
355,39,10,Yes,$27.10 ,40,Salary,56368.0,10,Research,Female,Married,6.0,20.0,Mail Check,Yes
356,34,4,Yes,$25.48 ,40,Salary,52998.4,5,Healthcare,Male,Single,1.0,15.0,Direct Deposit,Yes
357,48,9,No,$50.56 ,40,Salary,105164.8,250,Healthcare,Female,Married,8.0,21.0,Mail Check,Yes
359,52,19,No,$83.21 ,40,Salary,173076.8,21,Manufacturing,Female,Married,3.0,11.0,Mail Check,Yes
360,44,17,No,$62.04 ,40,Salary,129043.2,73,Research,Male,Divorced,8.0,25.0,Mail Check,Yes
361,58,10,No,$68.02 ,40,Salary,141481.6,81,Sales,Female,Divorced,7.0,15.0,Mail Check,Yes
362,27,1,No,$17.48 ,40,Salary,36358.4,53,Laboratory,Male,Divorced,1.0,23.0,Mail Check,Yes
365,41,5,No,$45.88 ,40,Salary,95430.4,33,Research,Female,Married,9.0,18.0,Direct Deposit,Yes
366,47,11,No,$56.56 ,40,Salary,117644.8,64,Marketing,Male,Married,6.0,16.0,Mail Check,Yes
367,38,7,No,$90.69 ,40,Salary,288635.2,65,Sales,Female,Single,2.0,9.0,Direct Deposit,No
368,58,13,Yes,$32.08 ,40,Salary,66726.4,15,Human_Resources,Female,Single,9.0,11.0,Mail Check,Yes
370,60,12,Yes,$41.48 ,40,Salary,86278.4,35,Manufacturing,Female,Married,4.0,20.0,Mail Check,Yes
372,39,8,Yes,$37.82 ,40,Salary,78665.6,25,Sales,Female,Married,3.0,12.0,Mail Check,Yes
373,46,18,Yes,$51.02 ,40,Salary,106121.6,54,Manufacturing,Male,Single,2.0,10.0,Direct Deposit,No
374,50,11,Yes,$41.88 ,40,Salary,87110.4,62,Research,Male,Married,8.0,17.0,Mail Check,Yes
375,44,9,Yes,$44.37 ,40,Salary,92289.6,77,Research,Female,Single,4.0,7.0,Mail Check,No
376,34,7,Yes,$23.24 ,40,Salary,48339.2,17,Marketing,Male,Married,2.0,24.0,Mail Check,Yes
377,32,3,Yes,$27.09 ,40,Salary,56347.2,24,Human_Resources,Male,Single,2.0,17.0,Mail Check,Yes
378,30,2,No,$29.88 ,40,Salary,62150.4,33,Healthcare,Female,Single,1.0,16.0,Mail Check,Yes
379,51,17,No,$44.95 ,40,Salary,93496.0,10,Manufacturing,Male,Divorced,8.0,5.0,Direct Deposit,Yes
381,51,13,Yes,$85.86 ,40,Salary,178588.8,31,Manufacturing,Male,Married,2.0,25.0,Mail Check,Yes
382,44,18,No,$44.08 ,40,Salary,91686.4,11,Manufacturing,Male,Single,8.0,17.0,Direct Deposit,No
383,56,13,Yes,$46.37 ,40,Salary,96449.6,4,Information_Technology,Male,Single,5.0,9.0,Mail Check,Yes
384,58,17,Yes,$76.24 ,40,Salary,158579.2,46,Marketing,Male,Single,3.0,17.0,Mail Check,Yes
387,58,12,No,$58.20 ,40,Salary,121056.0,2,Information_Technology,Female,Divorced,7.0,21.0,Mail Check,Yes
389,43,7,Yes,$34.64 ,40,Salary,72051.2,250,InformationTechnology,Female,Divorced,4.0,16.0,Mail Check,Yes
390,35,9,Yes,$28.91 ,40,Salary,60132.8,250,Sales,Female,Married,5.0,16.0,Direct Deposit,Yes
391,50,14,Yes,$94.23 ,40,Salary,335998.4,78,Research,Female,Married,1.0,24.0,Mail Check,No
393,36,10,Yes,$61.46 ,40,Salary,127836.8,250,InformationTechnology,Male,Single,5.0,24.0,Mail Check,No
394,39,3,Yes,$85.56 ,40,Salary,177964.8,25,Marketing,Male,Married,6.0,24.0,Direct Deposit,Yes
395,52,9,Yes,$33.31 ,40,Salary,69284.8,49,Healthcare,Male,Single,7.0,21.0,Mail Check,Yes
396,51,20,Yes,$48.74 ,40,Salary,101379.2,250,Sales,Male,Divorced,2.0,11.0,Mail Check,Yes
397,30,5,No,$29.45 ,40,Salary,61256.0,39,Human_Resources,Male,Single,2.0,9.0,Mail Check,Yes
398,49,6,No,$44.22 ,40,Salary,93377.6,51,Research,Female,Married,2.0,23.0,Mail Check,No
399,46,11,Yes,$74.11 ,40,Salary,154148.8,12,Sales,Female,Married,6.0,11.0,Mail Check,Yes
400,37,9,No,$85.02 ,40,Salary,176841.6,44,Healthcare,Female,Divorced,5.0,20.0,Direct Deposit,No
401,49,8,No,$51.40 ,40,Salary,106912.0,2,Manufacturing,Male,Married,7.0,7.0,Mail Check,Yes
402,39,7,No,$29.63 ,40,Salary,61630.4,11,Human_Resources,Female,Divorced,5.0,20.0,Mail Check,Yes
403,56,7,No,$44.43 ,40,Salary,92414.4,250,Sales,Male,Divorced,9.0,17.0,Direct Deposit,Yes
404,56,20,No,$46.13 ,40,Salary,95950.4,69,Laboratory,Male,Married,7.0,23.0,Mail Check,No
405,51,19,Yes,$33.33 ,40,Salary,39915.2,87,InformationTechnology,Male,Divorced,2.0,15.0,Mail Check,No
406,53,18,No,$58.00 ,40,Salary,120640.0,40,Manufacturing,Male,Single,1.0,14.0,Direct Deposit,Yes
407,57,9,Yes,$38.34 ,40,Salary,79747.2,79,Human_Resources,Female,Married,1.0,14.0,Mail Check,Yes
408,61,15,No,$55.71 ,40,Salary,115876.8,58,Research,Male,Divorced,5.0,21.0,Mail Check,No
409,22,1,Yes,$21.46 ,40,Salary,3636.8,65,Research,Female,Single,3.0,20.0,Mail Check,Yes
411,30,6,Yes,$28.71 ,40,Salary,59716.8,77,Research,Male,Single,2.0,24.0,Mail Check,Yes
412,58,12,No,$31.49 ,40,Salary,65499.2,250,Healthcare,Female,Married,5.0,12.0,Mail Check,Yes
413,42,9,No,$55.80 ,40,Salary,116064.0,12,Laboratory,Male,Divorced,3.0,17.0,Mail Check,Yes
414,23,1,Yes,$21.65 ,40,Salary,45032.0,49,Healthcare,Female,Single,1.0,11.0,Mail Check,No
418,59,8,Yes,$66.86 ,40,Salary,139068.8,250,Healthcare,Female,Single,7.0,8.0,Mail Check,Yes
419,23,1,No,$20.13 ,40,Salary,42870.4,60,Sales,Male,Single,3.0,6.0,Mail Check,Yes
420,56,12,No,$32.12 ,40,Salary,66809.6,61,Sales,Male,Single,1.0,23.0,Mail Check,Yes
421,36,10,Yes,$67.97 ,40,Salary,141377.6,37,Sales,Female,Divorced,4.0,20.0,Mail Check,Yes
422,53,16,No,$92.07 ,40,Salary,331505.6,12,Healthcare,Female,Divorced,1.0,12.0,Direct Deposit,Yes
423,36,8,No,$59.68 ,40,Salary,124134.4,1,Laboratory,Male,Divorced,3.0,13.0,Mail Check,Yes
424,39,2,Yes,$75.31 ,40,Salary,156644.8,75,InformationTechnology,Male,Married,4.0,20.0,Mail Check,Yes
425,23,1,Yes,$21.87 ,40,Salary,45489.6,71,Healthcare,Female,Single,2.0,24.0,Mail Check,No
426,48,20,No,$51.00 ,40,Salary,106080.0,30,Laboratory,Male,Divorced,5.0,25.0,Mail Check,Yes
427,38,4,Yes,$58.45 ,40,Salary,121576.0,20,Manufacturing,Female,Married,6.0,6.0,Direct Deposit,Yes
428,38,3,Yes,$27.25 ,40,Salary,56680.0,58,Research,Female,Divorced,5.0,6.0,Mail Check,Yes
429,36,10,No,$70.80 ,40,Salary,147264.0,9,Research,Female,Divorced,2.0,11.0,Mail Check,Yes
432,32,1,Yes,$25.84 ,40,Salary,53747.2,5,Human_Resources,Female,Single,1.0,18.0,Mail Check,Yes
433,46,6,Yes,$31.98 ,40,Salary,66528.4,14,Manufacturing,Female,Married,5.0,7.0,Mail Check,Yes
434,53,18,No,$75.27 ,40,Salary,156561.6,7,Laboratory,Male,Single,6.0,17.0,Mail Check,No
435,55,16,No,$93.40 ,40,Salary,334272.0,250,Healthcare,Female,Divorced,7.0,6.0,Direct Deposit,Yes
436,57,19,No,$43.10 ,40,Salary,89648.0,11,Sales,Female,Married,4.0,14.0,Mail Check,Yes
437,60,9,No,$65.06 ,40,Salary,135324.8,1,Research,Female,Single,8.0,13.0,Mail Check,Yes
438,61,16,No,$76.45 ,40,Salary,159016.0,12,InformationTechnology,Male,Married,7.0,10.0,Mail Check,No
439,40,1,Yes,$94.47 ,40,Salary,336497.6,77,Sales,Male,Single,2.0,14.0,Mail Check,Yes
440,56,7,No,$81.35 ,40,Salary,169208.0,82,Sales,Female,Single,7.0,20.0,Direct Deposit,No
441,33,6,Yes,$28.68 ,40,Salary,38854.4,89,InformationTechnology,Female,Divorced,2.0,18.0,Mail Check,Yes
443,48,17,No,$36.87 ,40,Salary,76689.6,76,Research,Male,Single,7.0,25.0,Direct Deposit,Yes
444,36,4,No,$98.04 ,40,Salary,203923.2,14,Healthcare,Female,Married,4.0,10.0,Mail Check,Yes
446,53,18,Yes,$32.38 ,40,Salary,67350.4,3,Manufacturing,Female,Married,8.0,20.0,Mail Check,Yes
447,36,2,Yes,$49.58 ,40,Salary,103126.4,8,Research,Female,Married,3.0,13.0,Mail Check,No
448,41,9,No,$49.33 ,40,Salary,102606.4,83,Marketing,Female,Divorced,4.0,21.0,Mail Check,Yes
449,35,2,No,$24.63 ,40,Salary,51230.4,20,Sales,Female,Married,4.0,7.0,Mail Check,Yes
451,42,1,No,$84.80 ,40,Salary,176384.0,4,Laboratory,Female,Single,7.0,7.0,Mail Check,Yes
452,39,8,No,$92.67 ,40,Salary,332753.6,79,Laboratory,Male,Married,5.0,20.0,Mail Check,Yes
454,55,10,No,$50.44 ,40,Salary,104915.2,10,Marketing,Male,Divorced,3.0,18.0,Mail Check,Yes
455,61,17,Yes,$37.48 ,40,Salary,77958.4,250,InformationTechnology,Female,Married,5.0,18.0,Mail Check,No
456,39,1,Yes,$53.53 ,40,Salary,111342.4,7,Laboratory,Female,Single,5.0,25.0,Mail Check,Yes
459,44,13,Yes,$77.80 ,40,Salary,162824.0,2,InformationTechnology,Female,Married,5.0,5.0,Mail Check,Yes
460,38,9,Yes,$31.98 ,40,Salary,66528.4,27,InformationTechnology,Female,Married,6.0,11.0,Mail Check,No
461,43,8,No,$54.80 ,40,Salary,113984.0,15,Human_Resources,Male,Married,2.0,11.0,Mail Check,Yes
462,32,7,Yes,$23.67 ,40,Salary,49233.6,15,Laboratory,Female,Single,2.0,14.0,Mail Check,No
463,55,10,Yes,$83.67 ,40,Salary,174033.6,69,Sales,Male,Married,7.0,15.0,Mail Check,Yes
464,58,15,Yes,$92.29 ,40,Salary,333363.2,20,Laboratory,Female,Single,4.0,9.0,Mail Check,Yes
465,46,10,Yes,$50.08 ,40,Salary,104166.4,61,Sales,Female,Married,9.0,19.0,Mail Check,Yes
466,27,5,No,$21.88 ,40,Salary,45510.4,20,Sales,Male,Married,2.0,25.0,Mail Check,No
467,43,2,No,$90.16 ,40,Salary,287532.8,73,Manufacturing,Female,Married,2.0,20.0,Mail Check,No
469,38,4,No,$57.83 ,40,Salary,120286.4,73,Marketing,Male,Married,2.0,6.0,Mail Check,Yes
470,38,6,Yes,$71.47 ,40,Salary,148657.6,21,Human_Resources,Male,Married,4.0,9.0,Mail Check,Yes
471,39,2,No,$27.87 ,40,Salary,57969.6,5,Human_Resources,Male,Single,6.0,7.0,Mail Check,Yes
472,32,10,No,$30.62 ,40,Salary,63689.6,48,Research,Male,Single,1.0,8.0,Mail Check,Yes
473,60,15,No,$93.08 ,40,Salary,333606.4,46,Sales,Male,Divorced,5.0,7.0,Direct Deposit,Yes
474,53,9,Yes,$94.06 ,40,Salary,335644.8,16,Human_Resources,Female,Married,6.0,7.0,Mail Check,Yes
475,52,19,Yes,$97.14 ,40,Salary,202051.2,49,Sales,Female,Married,5.0,14.0,Direct Deposit,Yes
478,44,15,Yes,$82.33 ,40,Salary,170955.2,30,Research,Female,Married,8.0,6.0,Mail Check,Yes
479,56,13,No,$68.28 ,40,Salary,142022.4,62,Manufacturing,Female,Married,7.0,20.0,Mail Check,Yes
481,51,19,No,$55.57 ,40,Salary,115585.6,89,Sales,Female,Single,8.0,8.0,Mail Check,Yes
482,42,9,Yes,$49.21 ,40,Salary,102356.8,63,InformationTechnology,Male,Married,4.0,14.0,Mail Check,No
485,56,20,Yes,$77.36 ,40,Salary,160908.8,60,Sales,Male,Divorced,9.0,25.0,Mail Check,Yes
487,38,4,Yes,$44.91 ,40,Salary,93412.8,0,Manufacturing,Male,Divorced,2.0,16.0,Mail Check,Yes
488,30,8,Yes,$26.68 ,40,Salary,55494.4,14,Research,Female,Married,1.0,16.0,Mail Check,No
491,51,6,No,$77.06 ,40,Salary,160284.8,48,Healthcare,Male,Married,8.0,10.0,Mail Check,Yes
493,51,15,Yes,$44.08 ,40,Salary,91686.4,125,Sales,Female,Married,9.0,14.0,Mail Check,Yes
494,57,17,Yes,$57.39 ,40,Salary,133371.2,28,Manufacturing,Female,Divorced,3.0,13.0,Mail Check,Yes
496,37,8,Yes,$30.89 ,40,Salary,64251.2,36,Sales,Female,Divorced,4.0,19.0,Mail Check,Yes
497,39,7,No,$58.16 ,40,Salary,120972.8,31,Manufacturing,Female,Married,6.0,20.0,Mail Check,No
499,38,4,No,$72.39 ,40,Salary,150571.2,21,Research,Female,Single,1.0,16.0,Mail Check,Yes
500,41,2,No,$77.12 ,40,Salary,160409.6,2,HumanResources,Male,Married,8.0,6.0,Mail Check,Yes
505,26,3,Yes,$21.60 ,40,Salary,3928.0,79,Research,Female,Single,2.0,12.0,Mail Check,Yes
507,54,17,Yes,$37.06 ,40,Salary,77084.8,22,Healthcare,Male,Divorced,6.0,25.0,Mail Check,Yes
508,41,7,Yes,$41.91 ,40,Salary,87172.8,75,Manufacturing,Female,Single,8.0,24.0,Mail Check,Yes
509,39,9,No,$67.65 ,40,Salary,140712.0,15,Healthcare,Female,Single,3.0,15.0,Mail Check,Yes
510,60,17,No,$58.57 ,40,Salary,122825.6,28,HumanResources,Male,Single,7.0,17.0,Mail Check,Yes
511,32,8,Yes,$28.30 ,40,Salary,58864.0,30,Research,Female,Married,2.0,16.0,Mail Check,No
512,57,15,No,$44.52 ,40,Salary,92601.6,125,InformationTechnology,Male,Married,5.0,19.0,Mail Check,Yes
513,35,4,No,$30.51 ,40,Salary,63460.8,5,Marketing,Male,Married,2.0,18.0,Direct Deposit,Yes
514,48,11,No,$39.03 ,40,Salary,81282.4,31,HumanResources,Male,Divorced,9.0,8.0,Direct Deposit,Yes
515,53,13,No,$96.45 ,40,Salary,200616.0,75,Sales,Female,Married,5.0,15.0,Direct Deposit,Yes
516,45,9,No,$43.48 ,40,Salary,90438.4,10,Sales,Male,Single,4.0,13.0,Mail Check,Yes
517,30,1,Yes,$28.08 ,40,Salary,58406.4,36,InformationTechnology,Male,Divorced,2.0,10.0,Mail Check,No
518,43,2,No,$40.65 ,40,Salary,84552.0,58,Marketing,Female,Divorced,9.0,25.0,Direct Deposit,Yes
519,45,9,No,$69.03 ,40,Salary,143582.4,62,Sales,Female,Divorced,3.0,13.0,Mail Check,Yes
521,39,9,No,$41.94 ,40,Salary,87235.2,71,Marketing,Female,Single,5.0,24.0,Mail Check,Yes
522,39,1,No,$87.93 ,40,Salary,282894.4,68,Laboratory,Female,Divorced,3.0,14.0,Mail Check,No
523,56,9,No,$76.80 ,40,Salary,159744.0,51,Research,Male,Single,4.0,22.0,Mail Check,Yes
524,51,17,Yes,$78.64 ,40,Salary,163571.2,88,Laboratory,Female,Single,8.0,20.0,Mail Check,No
525,50,10,Yes,$93.17 ,40,Salary,333793.6,65,Marketing,Female,Single,2.0,22.0,Direct Deposit,Yes
526,36,2,No,$27.75 ,40,Salary,57720.0,8,InformationTechnology,Male,Single,6.0,13.0,Mail Check,Yes
527,49,9,Yes,$86.11 ,40,Salary,179108.8,77,Sales,Female,Married,5.0,23.0,Direct Deposit,Yes
528,39,4,Yes,$59.36 ,40,Salary,123468.8,4,Laboratory,Male,Divorced,5.0,20.0,Mail Check,Yes
530,38,3,Yes,$33.80 ,40,Salary,41284.0,33,InformationTechnology,Female,Married,2.0,10.0,Mail Check,No
531,61,13,Yes,$34.64 ,40,Salary,72051.2,125,Marketing,Female,Married,5.0,13.0,Mail Check,Yes
532,38,7,Yes,$30.58 ,40,Salary,63606.4,3,Marketing,Female,Single,1.0,22.0,Mail Check,No
533,60,16,No,$73.69 ,40,Salary,153275.2,83,HumanResources,Female,Divorced,4.0,15.0,Mail Check,Yes
534,47,6,Yes,$85.96 ,40,Salary,178796.8,65,Research,Prefer Not to Answer,Married,8.0,14.0,Mail Check,Yes
535,53,7,Yes,$44.10 ,40,Salary,91728.0,9,Research,Male,Single,2.0,5.0,Mail Check,Yes
536,41,3,No,$91.85 ,40,Salary,331048.0,31,Healthcare,Male,Divorced,2.0,15.0,Mail Check,Yes
537,25,2,Yes,$22.59 ,40,Salary,46987.2,59,Research,Male,Married,1.0,9.0,Mail Check,No
538,38,7,No,$45.85 ,40,Salary,95368.0,11,InformationTechnology,Female,Divorced,6.0,20.0,Mail Check,Yes
541,39,9,Yes,$45.52 ,40,Salary,94681.6,7,Healthcare,Female,Divorced,5.0,23.0,Mail Check,Yes
542,37,7,No,$31.72 ,40,Salary,15022.4,48,Marketing,Female,Divorced,2.0,16.0,Direct Deposit,Yes
543,54,5,No,$33.54 ,40,Salary,69763.2,58,Marketing,Male,Married,1.0,21.0,Mail Check,No
544,49,12,Yes,$33.52 ,40,Salary,69721.6,13,InformationTechnology,Female,Divorced,3.0,23.0,Mail Check,Yes
545,46,7,No,$51.51 ,40,Salary,107140.8,41,Sales,Female,Divorced,4.0,13.0,Mail Check,No
546,36,7,No,$28.48 ,40,Salary,59238.4,41,Laboratory,Female,Divorced,2.0,9.0,Mail Check,Yes
547,28,3,No,$24.52 ,40,Salary,51001.6,78,Laboratory,Male,Single,1.0,11.0,Direct Deposit,Yes
548,38,8,Yes,$29.98 ,40,Salary,62358.4,52,Research,Female,Single,5.0,21.0,Mail Check,Yes
550,28,2,No,$23.26 ,40,Salary,48380.8,125,Manufacturing,Male,Married,2.0,20.0,Mail Check,No
551,54,16,No,$72.94 ,40,Salary,151715.2,12,Laboratory,Female,Single,5.0,15.0,Mail Check,Yes
552,32,6,Yes,$29.80 ,40,Salary,63384.0,41,Research,Male,Divorced,2.0,13.0,Mail Check,No
553,43,5,Yes,$89.08 ,40,Salary,285286.4,60,Sales,Female,Single,8.0,5.0,Mail Check,Yes
554,50,18,No,$43.23 ,40,Salary,89928.4,36,InformationTechnology,Female,Married,7.0,6.0,Mail Check,Yes
555,25,2,No,$22.54 ,40,Salary,46883.2,69,HumanResources,Female,Single,3.0,22.0,Mail Check,Yes
556,53,17,Yes,$63.44 ,40,Salary,133355.2,88,Sales,Male,Married,4.0,24.0,Mail Check,No
559,36,1,Yes,$41.42 ,40,Salary,86153.6,43,Healthcare,Male,Married,6.0,9.0,Mail Check,Yes
561,42,10,Yes,$94.67 ,40,Salary,336913.6,20,InformationTechnology,Female,Married,5.0,11.0,Mail Check,Yes
562,46,20,No,$70.87 ,40,Salary,147409.6,61,Laboratory,Female,Divorced,1.0,20.0,Direct Deposit,Yes
564,40,8,Yes,$63.56 ,40,Salary,132204.8,70,Research,Female,Divorced,2.0,24.0,Mail Check,Yes
565,61,20,Yes,$52.84 ,40,Salary,109907.2,6,Healthcare,Female,Single,7.0,25.0,Mail Check,No
566,31,3,No,$30.69 ,40,Salary,63835.2,20,Manufacturing,Male,Divorced,3.0,6.0,Mail Check,Yes
567,37,8,No,$29.94 ,40,Salary,62275.2,20,Research,Male,Single,4.0,11.0,Mail Check,Yes
568,46,17,Yes,$36.87 ,40,Salary,76689.6,36,Research,Male,Divorced,6.0,22.0,Mail Check,Yes
569,59,18,No,$69.75 ,40,Salary,145080.0,59,Research,Female,Single,7.0,7.0,Mail Check,Yes
570,25,2,Yes,$20.40 ,40,Salary,42432.0,125,Marketing,Male,Married,3.0,14.0,Direct Deposit,Yes
572,39,1,Yes,$30.81 ,40,Salary,64084.8,15,Sales,Male,Married,4.0,5.0,Mail Check,Yes
573,40,3,No,$32.75 ,40,Salary,68120.0,125,Laboratory,Female,Divorced,6.0,9.0,Mail Check,No
574,60,14,No,$48.92 ,40,Salary,101753.6,56,Healthcare,Female,Divorced,3.0,10.0,Direct Deposit,Yes
575,21,1,Yes,$20.97 ,40,Salary,43617.6,53,Sales,Female,Single,1.0,19.0,Mail Check,Yes
576,46,7,Yes,$85.84 ,40,Salary,178547.2,10,InformationTechnology,Female,Single,5.0,10.0,Mail Check,Yes
577,36,6,No,$26.57 ,40,Salary,55265.6,9,Laboratory,Male,Single,5.0,12.0,Mail Check,Yes
578,59,17,Yes,$49.40 ,40,Salary,102752.0,27,Manufacturing,Female,Married,3.0,6.0,Direct Deposit,No
579,34,2,Yes,$25.54 ,40,Salary,53123.2,30,Manufacturing,Female,Married,2.0,9.0,Mail Check,Yes
580,41,9,No,$80.24 ,40,Salary,166899.2,0,Manufacturing,Male,Married,9.0,14.0,Mail Check,No
582,39,5,Yes,$47.33 ,40,Salary,98155.2,125,Research,Male,Divorced,5.0,20.0,Mail Check,Yes
583,54,8,Yes,$45.70 ,40,Salary,95056.0,49,Sales,Male,Single,5.0,14.0,Mail Check,Yes
585,38,4,No,$86.09 ,40,Salary,179067.2,87,Manufacturing,Male,Divorced,6.0,8.0,Direct Deposit,No
586,46,8,No,$78.92 ,40,Salary,164153.6,69,Sales,Female,Divorced,1.0,19.0,Direct Deposit,Yes
587,38,10,Yes,$25.93 ,40,Salary,53934.4,29,Laboratory,Female,Divorced,5.0,9.0,Direct Deposit,Yes
590,56,15,No,$82.13 ,40,Salary,170830.4,82,Healthcare,Male,Divorced,5.0,14.0,Direct Deposit,Yes
591,40,4,No,$86.28 ,40,Salary,179254.4,25,Sales,Female,Married,6.0,22.0,Mail Check,Yes
592,27,3,Yes,$20.62 ,40,Salary,42889.6,4,Research,Female,Divorced,1.0,8.0,Mail Check,Yes
593,59,12,Yes,$38.81 ,40,Salary,80724.8,33,InformationTechnology,Female,Married,4.0,20.0,Direct Deposit,Yes
594,31,6,No,$31.16 ,40,Salary,64812.8,125,Sales,Male,Divorced,3.0,25.0,Mail Check,Yes
595,52,6,No,$80.62 ,40,Salary,167689.6,4,Research,Female,Married,9.0,10.0,Mail Check,No
596,28,6,No,$24.28 ,40,Salary,50294.4,8,Sales,Male,Single,1.0,8.0,Direct Deposit,Yes
597,38,1,No,$34.02 ,40,Salary,70761.6,38,Healthcare,Female,Divorced,4.0,5.0,Mail Check,No
598,39,4,Yes,$52.56 ,40,Salary,109324.8,70,Research,Female,Divorced,6.0,21.0,Mail Check,Yes
599,43,3,Yes,$38.00 ,40,Salary,79040.0,4,Research,Female,Single,3.0,13.0,Mail Check,Yes
600,52,7,No,$47.95 ,40,Salary,99736.0,6,HumanResources,Male,Married,1.0,11.0,Mail Check,Yes
601,41,3,Yes,$76.71 ,40,Salary,159556.8,6,Healthcare,Male,Married,4.0,11.0,Mail Check,Yes
602,37,10,No,$74.47 ,40,Salary,154897.6,1,InformationTechnology,Female,Married,4.0,22.0,Mail Check,No
603,50,20,Yes,$59.91 ,40,Salary,124612.8,33,InformationTechnology,Female,Single,1.0,22.0,Mail Check,Yes
604,42,1,No,$57.08 ,40,Salary,128726.4,9,Sales,Male,Single,6.0,19.0,Mail Check,No
607,28,6,Yes,$22.84 ,40,Salary,47507.2,10,Research,Female,Single,1.0,22.0,Mail Check,Yes
608,52,17,No,$63.28 ,40,Salary,131622.4,36,Marketing,Female,Single,5.0,17.0,Mail Check,No
610,34,1,Yes,$31.02 ,40,Salary,64521.6,10,Research,Male,Single,3.0,22.0,Mail Check,Yes
611,36,1,Yes,$27.28 ,40,Salary,56534.4,67,Research,Female,Divorced,5.0,5.0,Mail Check,No
612,47,7,No,$65.92 ,40,Salary,137113.6,6,Laboratory,Female,Single,8.0,10.0,Mail Check,No
613,60,13,Yes,$33.54 ,40,Salary,40643.2,44,Sales,Male,Married,2.0,19.0,Mail Check,Yes
614,59,6,No,$90.01 ,40,Salary,287220.8,16,Marketing,Female,Divorced,5.0,10.0,Mail Check,Yes
615,60,12,No,$53.88 ,40,Salary,112070.4,59,InformationTechnology,Male,Married,2.0,11.0,Mail Check,No
617,51,7,No,$67.65 ,40,Salary,140712.0,17,HumanResources,Male,Married,5.0,22.0,Mail Check,Yes
618,53,11,Yes,$74.34 ,40,Salary,154627.2,125,Laboratory,Male,Single,2.0,25.0,Mail Check,Yes
619,27,3,Yes,$20.08 ,40,Salary,41766.4,12,Research,Female,Single,1.0,22.0,Mail Check,No
622,40,4,No,$37.82 ,40,Salary,78665.6,44,Marketing,Female,Divorced,5.0,10.0,Mail Check,Yes
623,29,1,No,$23.97 ,40,Salary,49857.6,61,Research,Male,Divorced,2.0,23.0,Mail Check,Yes
624,55,13,No,$44.23 ,40,Salary,93398.4,60,Sales,Male,Single,3.0,15.0,Mail Check,Yes
626,55,20,No,$52.78 ,40,Salary,109782.4,12,Sales,Male,Single,4.0,7.0,Mail Check,Yes
